Example	Perfect	Aspect	Transitivity	Lex_group	Location	Gender
u medicInskoj na prIjem kod krAlja je bIla ne zAhvalnicu još nIje pokupIla tO 	AUX	not_perf	intrans	modal		
iz pOrodice milovAnović Oni su bIli vIđeni ali tO prEzime se gAsi 	AUX	not_perf	intrans	modal		
štA jA znAm bIli su tAki člAnovi nEke trOjke i 	AUX	not_perf	intrans	modal		
čak ni ni tAj mOja bAba je šnAjderk bIla 	AUX	not_perf	intrans	modal		
tO je bIlo osamdEstih gOdina 	AUX	not_perf	intrans	modal		
gdE su vinOgradi bIli tU se tU onI Imaju zEmlju 	AUX	not_perf	intrans	modal		
bIli su dOle pa se kao spAsli nAvodno u tOm povlAčenju 	AUX	not_perf	intrans	modal		
 takvA bilA/ 	No_AUX	not_perf	intrans	modal		
pa i tO je bilO mAnje nE bIlo kAko sƏg što se prAvi u hotEli u dOmovi 	AUX	not_perf	intrans	modal		
nE bIlo tOj takO 	No_AUX	not_perf	intrans	modal		
dolAze/ kOd mEne su dolazIli i vIda pokOjna dok je bIla i tOj su/ 	AUX	not_perf	intrans	modal		
rEtko kUḱa kojA je bIla ispod dEset ov/ dEset brAva 	AUX	not_perf	intrans	modal		
pa bIla je i na televIziju • u žIkinu šarEnicu 	AUX	not_perf	intrans	modal		
i On kad gOd me potrAži a On pOšto je čUvan ovdE u sElo a rodItelji su mu bIli u zAečar radEli u bAnju 	AUX	not_perf	intrans	modal		
jA sam vIšeput bIla perIca 	AUX	not_perf	intrans	modal		
i • tAd u Opštinu nE znam dal je bIlo venčAnje al Idu u mAnastir u cRkvu kad je u grAd 	AUX	not_perf	intrans	modal		
zAto što smo mI • u svAku kUḱu jA sam bIla i kUvar 	AUX	not_perf	intrans	modal		
znAm sAmo da ((?)) • jA kad sam bIla nEkada mlAda da sam • pOsle nE znam na nEki prAznik ((?)) 	AUX	not_perf	intrans	modal		
nEšto na tI sUsreti sEla sam Uvek bIla kao pRva 	AUX	not_perf	intrans	modal		
e velI napišEte tUj • u tUj knjIgu da je bIla nAJbolji folklOrista za rumEnku 	AUX	not_perf	intrans	modal		
nE ((?)) nIje onA bilA mi tEška kad sam bIla ovE gOdine 	AUX	not_perf	intrans	modal		
pa vIdite ((?)) bIlo je rAnije 	AUX	not_perf	intrans	modal		
bIlo je mAlo tEži žIvot 	AUX	not_perf	intrans	modal		
da su bIli vRlo tEški Uslovi za Ovaj ((XXX)) 	AUX	not_perf	intrans	modal		
bErba tO je bIlo 	AUX	not_perf	intrans	modal		
stAri je bio 	AUX	not_perf	intrans	modal		
tI rAzgovori su bIli 	AUX	not_perf	intrans	modal		
bIli su i tO štO Ona kAže 	AUX	not_perf	intrans	modal		
bOlje je sAd nEgo štO je bIlo 	AUX	not_perf	intrans	modal		
nEkada je tU bIlo 	AUX	not_perf	intrans	modal		
Eto tO je mlAdki me kakvO je tOj bIlo 	AUX	not_perf	intrans	modal		
kad smo bIli mAli 	AUX	not_perf	intrans	modal		
svI su im se začudIli jA sam bilA lEpa brE do sam bIla služAlja 	AUX	not_perf	intrans	modal		
takvO tOj nE znam kvO pijAn pijAno je onO bIlo 	AUX	not_perf	intrans	modal		
sAs iglU nE znamo gdE bIlo u rukU bIlo gdE 	AUX	not_perf	intrans	modal		
njEmu bIlo lOšo ovdE mOj tAta bIl mlOgo dObar pa domaćIn čovEk 	No_AUX	not_perf	intrans	modal		
mOre nE znam bƏš kad smo bIli malEcći brE 	AUX	not_perf	intrans	modal		
prE brE nEmci el nEmci ((?)) ((?)) bIli su onI 	AUX	not_perf	intrans	modal		
bIlo je sUvo • kakvO sUvo onO bilO mOkro brE nEgo 	AUX	not_perf	intrans	modal		
jEdnu kOja mi je kRsna slAva tO je svEti nIkola bIla je prE dvA dAna 	AUX	not_perf	intrans	modal		
pa bIli smo 	AUX	not_perf	intrans	modal		
bIli smo bIli smo 	AUX	not_perf	intrans	modal		
kao štO je tAd bIlo 	AUX	not_perf	intrans	modal		
sUtra dAn ne znAm tAj čovEk znAo od odAkle e ta devOjka šta je već bIla i On isprIča svE tO i kAd 	AUX	not_perf	intrans	modal		
mEni je čUdno bIlo kAd zAto štO sam od malEna kAko sam znAla za sEbe jA sam znAla da Oni tO rAde u mOjoj Ulici 	AUX	not_perf	intrans	modal		
prAve naprAve kao lOgorsku vAtru i Onda preskAču ali ne sEćam se stvArno šta je tO bIlo i u zAdnjih 	AUX	not_perf	intrans	modal		
pa jA sam s mAmom na prImer konkrEtno bIla u 	AUX	not_perf	intrans	modal		
sprEmale tU štA je bIlo a prAvile smo tOrtu Ovde u knjAževac 	AUX	not_perf	intrans	modal		
tIme štO su jEdno drUgo odAbrali na prImer a ne Ono štO je rAnije bAš rAnije bIlo da 	AUX	not_perf	intrans	modal		
kAd si bIli mAnji mnOgo vIše imAlo igrAnjke tAko po sElo 	AUX	not_perf	intrans	modal		
zAnji pUt je bIlo jA mIsim 	AUX	not_perf	intrans	modal		
prE dvE gOdine ne znAm kO je bIlo kolačAr bAš i u nEšto je bIlo naprAvljeno sItno 	AUX	not_perf	intrans	modal		
bIlo bAš nIje pAdala kIša dUgo vrEme tO je bIlo pOsle pRvi mAj 	AUX	not_perf	intrans	modal		
znAm da u mOje sElo bAba Uvek kAd smo bIli mAnji One Uzme za kanApče 	AUX	not_perf	intrans	modal		
tO kAd smo tAd sam jA bIla mlAđa 	AUX	not_perf	intrans	modal		
jA sam na prImer jEdanput bIla mAla mlAda pa ali 	AUX	not_perf	intrans	modal		
po mEni Isto i na drUge sam jA svAdbe bIla i ne sAmo u knjAževac 	AUX	not_perf	intrans	modal		
tAd kAd sam bIla mAla mlAda znAm da ovA mlAdevesta 	AUX	not_perf	intrans	modal		
onO bIlo tepsIče nkO ili 	No_AUX	not_perf	intrans	modal		
ili ne znAm štA je bIlo nEšto metAlno stvArno se ne sEćam bIla sam mala bIla sam 	AUX	not_perf	intrans	modal		
pRvi rAzred mIslim da nIsam bIla jOš 	AUX	not_perf	intrans	modal		
tO se jedIno sEćam a pOse svE si ostAl bIlo Isto 	AUX	not_perf	intrans	modal		
bIlo je kao da se ukrAdne ovOm 	AUX	not_perf	intrans	modal		
Inače mOji mAma i tAta su bIli kOmšije 	AUX	not_perf	intrans	modal		
i Onda on mOja mAma je bIla mAla kAd je On Ono bIo mOmak 	AUX	not_perf	intrans	modal		
((?)) jA sam bIla na pUtu 	AUX	not_perf	intrans	modal		
jA i Ona kAd je bIla žIva mI smo bAš dOsta pričAle takO 	AUX	not_perf	intrans	modal		
skOro je bIlo dvAdeset drUgog mAja 	AUX	not_perf	intrans	modal		
((?)) kAd je bio mOj dEda žIv mI smo Isto tAko 	AUX	not_perf	intrans	modal		
sAmo štO tAd sam bIla ((?)) i 	AUX	not_perf	intrans	modal		
bIlo je da kAd/ ISto kAd je mOj dEda bio žIv tO smo prAktikovali da kao 	AUX	not_perf	intrans	modal		
i za đUrđevdan kAd je mOja baba bIla žIva 	AUX	not_perf	intrans	modal		
 skOro bIla svAdba od mOg brAta 	AUX	not_perf	intrans	modal		
smo bIli 	AUX	not_perf	intrans	modal		
bio je nekAd Običaj kOd nas da 	AUX	not_perf	intrans	modal		
tO su nEkad bIla 	AUX	not_perf	intrans	modal		
odAvno ti Običaji su bIli nEkad 	AUX	not_perf	intrans	modal		
da su bIli ti Obi/ kao ta vErovanje ne znAm a za svAdbe 	AUX	not_perf	intrans	modal		
po/ tO jEst onI su bIli u šarbAnovac 	AUX	not_perf	intrans	modal		
kAd se bOlje razmIsli mi bOlje mi nEkako u sElu pOšto je blIzu sAd Ovde do knAžev da je mAlo dAlje bIlo bi mi 	AUX	not_perf	intrans	modal		
((?)) pa bIlo je bOlje kAd smo bIli dEca sAd 	AUX	not_perf	intrans	modal		
izAđem nApolje krEnemo da se Igramo bIli su tU dOsta dEce u komšIluk 	AUX	not_perf	intrans	modal		
vIše vOlim kAd je nEkad bIlo Igramo se u blAto umAžemo se pokIsnemo 	AUX	not_perf	intrans	modal		
a bIlo bi dObro da se znA tIpa jer tO je bIlo tO je dEo nAše istOrije i trEba da se znA 	AUX	not_perf	intrans	modal		
pa bio sam jA i 	AUX	not_perf	intrans	modal		
tO smo bIli kAd smo bIli jA i mOja sEstra mAli 	AUX	not_perf	intrans	modal		
tO smo bIli kAd smo bIli jA i mOja sEstra mAli 	AUX	not_perf	intrans	modal		
u od mOg baštU sam uzEl kolAč tO je bIla 	AUX	not_perf	intrans	modal		
kOja je bIla Ispod stOla 	AUX	not_perf	intrans	modal		
bIla kAd je se hrIstos rodIo u 	AUX	not_perf	intrans	modal		
nEkad je tO bIlo 	AUX	not_perf	intrans	modal		
onI dOk su bIli mAli onI 	AUX	not_perf	intrans	modal		
tOliko dEset gOdina je bIla zAdnja olalIja kOja je bIla 	AUX	not_perf	intrans	modal		
sAmo je bIlo preskAkanje prekOo ((?)) 	AUX	not_perf	intrans	modal		
imAla e ((XXX)) škOla • škOla e imAla 	AUX	not_perf	intrans	modal		
a ovdE nE e imAla cRkva 	AUX	not_perf	intrans	modal		
pa Imaa kRs aa tAm Isto gOre ((XXX)) • pa e imAlo krRs gOre na spAsovdan 	AUX	not_perf	intrans	modal		
tUj je vodA imAlo bEli svEt a sAg Evo nEma sAg sAmo ((XXX)) 	AUX	not_perf	intrans	modal		
aAa drUgo ((XXX)) nE imAlo trEšnje nE imAlo 	No_AUX	not_perf	intrans	modal		
aAa drUgo ((XXX)) nE imAlo trEšnje nE imAlo 	No_AUX	not_perf	intrans	modal		
E lozjA nEmam •• i da Ima lOzje jA gOre • kod plEvlju •• imAla sam mAlko kompIr •••• paa izvAdi ga 	AUX	not_perf	trans	non_modal		
mI smo imAli ondE podi plEvnju • kalEm 	AUX	not_perf	trans	non_modal		
pa i siromAšno si ((XXX)) nE imAlo 	No_AUX	not_perf	intrans	modal		
bIli mnOgo pOiše ljuǵe u kuḱu • a nE imAlo gdE da se kUpi kao sAg • sAg se/ mOž da kUpiš 	No_AUX	not_perf	intrans	modal		
pa nam baštA •• brAǵa mi • edAn mi Umre brAT u bOr imAla sam brAḱu u bOr dvojIcu 	AUX	not_perf	trans	non_modal		
a stArca imAla sam svEkra ••• na njEg pa mu ocEkoše nOgu 	AUX	not_perf	trans	non_modal		
pa kUj se uspavAlo sAmo se tUri iznad krEvet neje imAlo ni krEveti sInko odAvna 	AUX	not_perf	intrans	modal		
nE tOj tOj nEje imAlo u dRvnik •••• tOj nE imAlo 	No_AUX	not_perf	intrans	modal		
nE tOj tOj nEje imAlo u dRvnik •••• tOj nE imAlo 	No_AUX	not_perf	intrans	modal		
Eto jA kad sam došlA ovdE imAlo svEkar svekRva ••• bAba 	AUX	not_perf	intrans	modal		
decA pOsle •• dvE sam imAla ćErke 	AUX	not_perf	trans	non_modal		
jA tAg ((?)) sam imAla ḱErkata si mi ostaIla tekA kad ne dAj bOže bOles jA pla ((XXX)) narUčimo tAksi 	AUX	not_perf	trans	non_modal		
odAvna nEe ((XXX)) svAki si ((XXX)) imAlo ljuǵe imALo Ovce 	No_AUX	not_perf	intrans	modal		
jA sam imAla sestrU od čIču 	AUX	not_perf	trans	non_modal		
pa imAlo stAri ljUǵe kojI su se doselIli/mI smo se doselIli mojI 	AUX	not_perf	intrans	modal		
a On kAd dOšal Ono nE imAlo nIšta nIgde 	No_AUX	not_perf	intrans	modal		
aa mAca njOjna sestrA pAk nE imAla dEcu 	AUX	not_perf	trans	non_modal		
znAmo bIl mo sOok s i sElo i svE jA sam imAla Ednu ćErku i u rAvnu 	AUX	not_perf	trans	non_modal		
onI nEsu imAli dEcu 	AUX	not_perf	trans	non_modal		
imAli smo ognjIšte pa vRšnjak pa crEpnja 	AUX	not_perf	trans	non_modal		
i už njEg tUrimo vArvo dAm na špOret i nE imAlo tOlko 	No_AUX	not_perf	intrans	modal		
e pa mOžda su nEgde a mI smo svE išlI u korIta imAlo trI mAestora 	AUX	not_perf	intrans	modal		
kOd nas tOj nE imAlo 	No_AUX	not_perf	intrans	modal		
pa ovdE nE imAlo nIšta pa otkupU/žIto uzimAli na ljuǵe 	No_AUX	not_perf	intrans	modal		
nE imAlo nIšta odOvde svE odnEli u bUgardsko svE krAli tUj mi je pričAla ednA 	No_AUX	not_perf	intrans	modal		
sUknje praIle smo košUlje praIle smo nE imAlo drUgo 	No_AUX	not_perf	intrans	modal		
večEramo i pOs imAli smo dEdu 	AUX	not_perf	trans	non_modal		
a imAlo ovdE kod nas u selO edƏn je i slAvil 	No_AUX	not_perf	intrans	modal		
kompIra ti onO nE imAlo ko sA kompIr onO ne vIđe zrnOto 	No_AUX	not_perf	intrans	modal		
golEm smo imAli 	AUX	not_perf	trans	non_modal		
nasEdam u skrUg a imAli smo krUg 	AUX	not_perf	trans	non_modal		
golEm krUg smo imAli ta svI sEdnemo mAle stolIčke i krUg prEd nas 	AUX	not_perf	trans	non_modal		
ma jA imAlo imAlo mI smo čuvAli stOku mI smo čuvAli stOku 	No_AUX	not_perf	intrans	modal		
 imAlo onOj 	No_AUX	not_perf	intrans	modal		
kakO sam jA pošlA nE imAlo e jedIno smo išlI 	No_AUX	not_perf	intrans	modal		
odAvna položAjci imAlo nosIo je zaa onOj 	No_AUX	not_perf	intrans	modal		
a mI zbEremo se ovdEkaj iz komšilAkav je onAm detE imAlo ovdE jA i sestrE 	No_AUX	not_perf	intrans	modal		
od jAblke od slIve sUšeno no tOj ti dAvano nE imAlo 	No_AUX	not_perf	intrans	modal		
tOj ni dAvano tOj smo imAlo Edna bAba dodIla ovdEkA kod strInku mi na slAvu tEtka je 	AUX	not_perf	intrans	modal		
imAli smo si Eto krAve imAli smo 	AUX	not_perf	trans	non_modal		
imAli smo si Eto krAve imAli smo 	AUX	not_perf	trans	non_modal		
nesmO imAli nIgde 	AUX	not_perf	intrans	modal		
štA sAm jA ćilImi •• imAla mOžda dvAes 	No_AUX	not_perf	trans	non_modal		
nEma mI imAli smo dvE krAve pa se otelIle pa telčIći pa svE 	AUX	not_perf	intrans	modal		
nE imAlo pamUčne da se kUpe nEgo sve pRteno 	No_AUX	not_perf	intrans	modal		
to nj/nEma ljUdi sAg da nesu imAli krAve 	AUX	not_perf	trans	non_modal		
šta sAm jA ćilImi imAla mOžda dvAes 	No_AUX	not_perf	trans	non_modal		
pa imAli smo pa 	AUX	not_perf	intrans	modal		
imAli smo kad sam se oženIla tad smo imAli tO ognjIšte 	AUX	not_perf	trans	non_modal		
imAli smo kad sam se oženIla tad smo imAli tO ognjIšte 	AUX	not_perf	trans	non_modal		
kad smo imAli i 	AUX	not_perf	trans	non_modal		
imAli smo mAjstori 	AUX	not_perf	intrans	modal		
kAd su/kAd smo krAve imAli pa Idemo u dRva pa n orAnje pa na kopAnje 	AUX	not_perf	trans	non_modal		
jA kAd mOj Otac umrEl jA sam •• imAla tU rođAci pa smo si tU sprEmali 	AUX	not_perf	trans	non_modal		
 imAlo ovdE zAdružni dOm, pa dolE de sOba 	No_AUX	not_perf	intrans	modal		
imAlo ju svE jA usi us usisivAč o nEgde al sƏd nisAm skOro ni radIla usisivAčot 	AUX	not_perf	intrans	modal		
pa tOj nE imAlo od pOpre dUšice 	No_AUX	not_perf	intrans	modal		
Eto tO je takvO bilO i svE smo brE stizAli nE imAlo trAktori nE imAlo nIšta 	No_AUX	not_perf	intrans	modal		
Eto tO je takvO bilO i svE smo brE stizAli nE imAlo trAktori nE imAlo nIšta 	No_AUX	not_perf	intrans	modal		
igrAli smo se svI zAjedno nE imAlo igrAčke nE imAlo pravIlo se 	No_AUX	not_perf	intrans	modal		
igrAli smo se svI zAjedno nE imAlo igrAčke nE imAlo pravIlo se 	No_AUX	not_perf	intrans	modal		
nE imAlo kO sAd bOože decA utRpani s igrAčke ne mOž daa 	No_AUX	not_perf	intrans	modal		
ja sam živEla nE imAlo ni slatkIši tOlko nE imAlo nIšta 	No_AUX	not_perf	intrans	modal		
ja sam živEla nE imAlo ni slatkIši tOlko nE imAlo nIšta 	No_AUX	not_perf	intrans	modal		
onOj se nE imAlo 	No_AUX	not_perf	intrans	modal		
Ali kOd nas ovdE tOj nE imAlo nIkoj 	No_AUX	not_perf	intrans	modal		
dOk je imAlo jAganci onO se klAlo Al ne svAki kOj slAvi slAvu On je klAl 	AUX	not_perf	intrans	modal		
kOd nAs nE imAlo do sƏd takOj nIkoj 	No_AUX	not_perf	intrans	modal		
ali pravEn kvasAc nE imAlo ovAkav kUpen 	No_AUX	not_perf	intrans	modal		
e ranIje tOj nE imAlo 	No_AUX	not_perf	intrans	modal		
tAd nE imAlo nIti kOla nIti •• vOžnja nEšto 	No_AUX	not_perf	intrans	modal		
((?)) tAd nE imAlo pasUlj 	No_AUX	not_perf	intrans	modal		
pa ovdE komšIlak smo imAli pa 	AUX	not_perf	trans	non_modal		
e sAg Ono rAnije nE imAlo da pUcaju 	No_AUX	not_perf	intrans	modal		
a tUj nE imAlo drvO 	No_AUX	not_perf	intrans	modal		
a ne nEsmo podi drvO to sedEli nE imAlo drvO tO 	No_AUX	not_perf	intrans	modal		
e pa tO je takvO imAlo onO se zvAle • vrAčke tEja štO bAju 	AUX	not_perf	intrans	modal		
sam imAla u sEdmi mEsec 	AUX	not_perf	trans	non_modal		
da je imAlo 	AUX	not_perf	intrans	modal		
pOpre nesU imAli špOreti 	AUX	not_perf	trans	non_modal		
nEe imAlo veštAčko đUbre tagAj 	No_AUX	not_perf	intrans	modal		
pa imAla sam 	AUX	not_perf	trans	non_modal		
tAg smo ga zvAli košUlje imAlo rukavI 	No_AUX	not_perf	intrans	modal		
svekRvu nesAm imAla 	AUX	not_perf	trans	non_modal		
i jetRvu sam imAla 	AUX	not_perf	trans	non_modal		
i #mAnište godžA# smo imAli 	AUX	not_perf	trans	non_modal		
otAla pa nE imAlo sIne 	No_AUX	not_perf	intrans	modal		
ali je imAla u plAni 	AUX	not_perf	intrans	modal		
pa imAla većIn prestIlku je 	AUX	not_perf	trans	non_modal		
ne nE imAlo tUj nesAm 	No_AUX	not_perf	intrans	modal		
tUj je imAlo ono 	AUX	not_perf	intrans	modal		
aa po plAninu godžA je imAlo pAre 	AUX	not_perf	intrans	modal		
tUj je imAlo 	AUX	not_perf	intrans	modal		
dEcu nEsmo imAli 	AUX	not_perf	trans	non_modal		
e dEcu nEsmo imAli sIne 	AUX	not_perf	trans	non_modal		
tU smo imAli zAdružni dOm tUj se svE svAdbe pravIle 	AUX	not_perf	trans	non_modal		
nEe imAlo tOj lOpte nEe imAlo sIne tAg 	No_AUX	not_perf	intrans	modal		
nEe imAlo tOj lOpte nEe imAlo sIne tAg 	No_AUX	not_perf	intrans	modal		
pOsle su lOpti imAli 	AUX	not_perf	trans	non_modal		
naprEd ne nEe imAlo ne 	No_AUX	not_perf	intrans	modal		
tO je Imala jEdna cRkvica postOj ali vIše 	AUX	not_perf	intrans	modal		
pa ovdE na kesOve štO je imAlo 	AUX	not_perf	intrans	modal		
kvO je gde imAlo đAvola 	AUX	not_perf	intrans	modal		
jagnjE nesAm imAla jA tƏm nesAm 	AUX	not_perf	intrans	modal		
za vrEme okupAcije jOš i nIšta nEe imAlo 	No_AUX	not_perf	intrans	modal		
Idemo dOle imAlo su 	No_AUX	not_perf	intrans	modal		
tUj si imAlo ljUdi kad bilO odAvna ljUdi 	No_AUX	not_perf	intrans	modal		
kAd sam •• ((?)) Imali su dObru imOvinu 	AUX	not_perf	trans	non_modal		
eh jA sam zajrađuvAla ii mojI nIsu tAko imAli imOvinu 	AUX	not_perf	trans	non_modal		
mOji nIsu imAli vEliku imOvinu Ali Ipak sam jA səs mašInu zaraǵuvAla 	AUX	not_perf	trans	non_modal		
AAjde kakO kAže mAjka nEče / a imAla sam 	AUX	not_perf	trans	non_modal		
kAd je štA imAlo na sElo e znAeš kvO se jElo 	AUX	not_perf	intrans	modal		
tOj s udImi i Uvek imAlo na sElo	No_AUX	not_perf	intrans	modal		
bOže pa nEma / ae znAeš kvO e imAlo slAtko 	AUX	not_perf	intrans	modal		
Eto tOj smo jEli slAtko kolAči nEje imAlo 	AUX	not_perf	intrans	modal		
a mI smo takOj imAli mAma je što ukrAdne od bAbu tO im je 	AUX	not_perf	trans	non_modal		
inAče drUǵe mOžda je imAlo nEgde nEkad Ali 	AUX	not_perf	intrans	modal		
i sEtim se nEkada da smo imAli rrolEtne na prOzore 	AUX	not_perf	trans	non_modal		
ii Ondak ((?)) Imala sam tEtku u vrAt / uu ((?)) ••• z / ((?)) / səlƏčko 	AUX	not_perf	trans	non_modal		
pOsle e otIšo kod ḱErku u gRliš/ Imao ḱErku Udatu u gRlište 	AUX	not_perf	trans	non_modal		
ovdEka bAš nesAm imAla tekA prIliku da • prIčaju za nIkoga 	AUX	not_perf	trans	non_modal		
alI jA nesAm imAla tUj prIliku da •• tOj •• tekA 	AUX	not_perf	trans	non_modal		
mAjka joj umrE bilA mAla 	No_AUX	not_perf	intrans	modal		
u sUvu • klAdanac • gdE imAli smo bAštu 	AUX	not_perf	trans	non_modal		
onI nesU imAli dEcu 	AUX	not_perf	trans	non_modal		
ta imAli smo učitElj / učitEljicu u krEntu • žIža ••• i zatO ((laugh)) 	AUX	not_perf	trans	non_modal		
komšilƏk smo imAli ((XXX)) 	AUX	not_perf	trans	non_modal		
Ali jA sam imAla stAru ((XXX)) onA je bIla igrAč 	AUX	not_perf	trans	non_modal		
imAla sam Okolo s lƏskuke pa mi u nekA ukrAla kAd smo bIle u dOmu kultUre 	AUX	not_perf	trans	non_modal		
kAko sAg što imAm • tAg nisAm imAla 	AUX	not_perf	trans	non_modal		
pa sam imAla i • #əvcA sam hranIla# 	AUX	not_perf	trans	non_modal		
takO/ Uvek sam imAla drUštvo • Uvek 	AUX	not_perf	trans	non_modal		
imAli dodUše • baštA još u #mAriv# Ali • imAli pAre nIsu bIli tOgla 	AUX	not_perf	trans	non_modal		
sAmo sam stavIla njegOvo • šta je tU imAlo 	AUX	not_perf	intrans	modal		
imAli smo dvE trI ali 	AUX	not_perf	trans	non_modal		
nIsu imAli kUqe u sElo • nego tUj 	AUX	not_perf	trans	non_modal		
pa nE imAlo nOka ranIe 	No_AUX	not_perf	intrans	modal		
El •• nE imAlo 	No_AUX	not_perf	intrans	modal		
i imAli su mAlo prEma njI 	AUX	not_perf	trans	non_modal		
i imAli su kOze 	AUX	not_perf	trans	non_modal		
stAri ljUdi vIdi • imAlo 	No_AUX	not_perf	intrans	modal		
e pa tOj imAlo 	No_AUX	not_perf	intrans	modal		
nE imAlo tIja skUpovi kakO sAg 	No_AUX	not_perf	intrans	modal		
onO tAd svEtlo nE imAlo 	No_AUX	not_perf	intrans	modal		
nE imAlo kakO sAg ovOj 	No_AUX	not_perf	intrans	modal		
svAka kUća si imAla 	AUX	not_perf	trans	non_modal		
il mI tOj pčenIcu kOlko smo imAli 	AUX	not_perf	trans	non_modal		
onO tƏg nE imAlo ni kukUruz tOlko 	No_AUX	not_perf	intrans	modal		
špOretu imAlo si rElna imAli smo si špOret 	AUX	not_perf	intrans	modal		
špOretu imAlo si rElna imAli smo si špOret 	AUX	not_perf	intrans	modal		
mI dOle nesmO əmAle al kAd sam dOšla ovdEkəj ((?)) mOa svekRva imAla 	AUX	not_perf	trans	non_modal		
ale imAlo si i špOret ali takvO bilO 	No_AUX	not_perf	intrans	modal		
el nE imAlo parA 	No_AUX	not_perf	intrans	modal		
tkAla sam i onO nE imAlo svEtlo 	No_AUX	not_perf	intrans	modal		
nE imAlo kAo sAg ((XXX)) 	No_AUX	not_perf	intrans	modal		
Ima Ima žIvot tI si Imal za tEbe #ne te strAšno Ae# 	AUX	not_perf	trans	non_modal		
Ono tO je mnOgo za nAs kad nEmamo otkUd nEsmo imAli pEnzije #trEba ni# dvA smo tO plaćAli 	AUX	not_perf	trans	non_modal		
((?)) pIlići smo čivAli trIes sine pa smo si imAli Imamo si mEso i sAg 	AUX	not_perf	trans	non_modal		
ali sAmo nE imAlo 	No_AUX	not_perf	intrans	modal		
mI smo tam imAli kod plEvnju/ Evo na Ulaz ni plEvnja 	AUX	not_perf	trans	non_modal		
tO e ((cough)) mOa svekRva nesmO imAli sIne tOlko ni mi onI nesU tOlko imAli 	AUX	not_perf	trans	non_modal		
tO e ((cough)) mOa svekRva nesmO imAli sIne tOlko ni mi onI nesU tOlko imAli 	AUX	not_perf	trans	non_modal		
a tƏg mI nEsmo imAli a da vIš kakO je lEpa ovAk belovIna pa tƏg 	AUX	not_perf	trans	non_modal		
mI lozjA nEmamo gOre smo imAli mI smo tOj manUli 	AUX	not_perf	trans	non_modal		
Aj sIne jA nE znam jA kad sam došlA imAlo 	AUX	not_perf	intrans	modal		
tAg sam ga rodIla Odma samo šEs mEseca nesAm imAla dEcu 	AUX	not_perf	trans	non_modal		
mI smo sAme bilE • a vEć sam Imala mOmka 	AUX	not_perf	trans	non_modal		
((?)) bilO e zavEtinE imAlo mnOgo kod nAs 	No_AUX	not_perf	intrans	modal		
i • a devOǵe/ mI smo se pretičAli/ imAli smo Ednu frIzerku 	AUX	not_perf	trans	non_modal		
pa posle smo bilI mOmci i devOḱe kOlko e imAlo selO svE se tO izbrAlo 	AUX	not_perf	intrans	modal		
Eto ((?)) ((?)) sƏd •• smo imAli 	AUX	not_perf	trans	non_modal		
paradAiz • štA smo paradAiz imAli 	AUX	not_perf	trans	non_modal		
a ovdE smo imAli • gdE o ((?)) Ovce ležAle 	AUX	not_perf	trans	non_modal		
jA sam prOšlu zImu cElu zImu Imala pRženo 	AUX	not_perf	trans	non_modal		
a nE mI nEsmo Imali 	AUX	not_perf	trans	non_modal		
u vrelO mI smo imAli u • vrelO • vOdu 	AUX	not_perf	trans	non_modal		
svAka kUḱa kOja e imAla kOJa spremAla mnOgo kOja i ((?)) • jA ne poEdeno 	AUX	not_perf	trans	non_modal		
dvE trI gOdine je imAlo je svUd • do pre dvE trI gOdine 	AUX	not_perf	intrans	modal		
